movieId,imdbid,budget,id_global,original_title,popularity,runtime,vote_average,vote_count,gender_id,gender_name,tmdbId,avg_rating
2173,0095709,0,34637,The Navigator: A Medieval Odyssey,1.478701,90.0,6.3,20,12,Adventure,34637,3.5
2173,0095709,0,34637,The Navigator: A Medieval Odyssey,1.478701,90.0,6.3,20,28,Action,34637,3.5
2173,0095709,0,34637,The Navigator: A Medieval Odyssey,1.478701,90.0,6.3,20,18,Drama,34637,3.5
2173,0095709,0,34637,The Navigator: A Medieval Odyssey,1.478701,90.0,6.3,20,14,Fantasy,34637,3.5
2173,0095709,0,34637,The Navigator: A Medieval Odyssey,1.478701,90.0,6.3,20,9648,Mystery,34637,3.5
2174,0094721,15000000,4011,Beetlejuice,10.627364,92.0,7.1,1475,14,Fantasy,4011,3.4375
2174,0094721,15000000,4011,Beetlejuice,10.627364,92.0,7.1,1475,35,Comedy,4011,3.4375
2176,0040746,1500000,1580,Rope,null,null,null,null,80,Crime,1580,3.8333333333333335
2176,0040746,1500000,1580,Rope,null,null,null,null,18,Drama,1580,3.8333333333333335
2176,0040746,1500000,1580,Rope,null,null,null,null,9648,Mystery,1580,3.8333333333333335
2176,0040746,1500000,1580,Rope,null,null,null,null,53,Thriller,1580,3.8333333333333335
2177,0074512,2000000,5854,Family Plot,4.845776,121.0,6.7,86,35,Comedy,5854,4.25
2177,0074512,2000000,5854,Family Plot,4.845776,121.0,6.7,86,80,Crime,5854,4.25
2177,0074512,2000000,5854,Family Plot,4.845776,121.0,6.7,86,53,Thriller,5854,4.25
2178,0068611,3500000,573,Frenzy,5.316387,116.0,7.2,162,80,Crime,573,3.5555555555555554
2178,0068611,3500000,573,Frenzy,5.316387,116.0,7.2,162,18,Drama,573,3.5555555555555554
2178,0068611,3500000,573,Frenzy,5.316387,116.0,7.2,162,9648,Mystery,573,3.5555555555555554
2178,0068611,3500000,573,Frenzy,5.316387,116.0,7.2,162,53,Thriller,573,3.5555555555555554
2180,0061107,3000000,5780,Torn Curtain,6.243248,128.0,6.4,120,9648,Mystery,5780,3.5
2180,0061107,3000000,5780,Torn Curtain,6.243248,128.0,6.4,120,53,Thriller,5780,3.5
2181,0058329,2135161,506,Marnie,6.409094,130.0,7.2,233,80,Crime,506,3.6
2181,0058329,2135161,506,Marnie,6.409094,130.0,7.2,233,18,Drama,506,3.6
2181,0058329,2135161,506,Marnie,6.409094,130.0,7.2,233,9648,Mystery,506,3.6
2181,0058329,2135161,506,Marnie,6.409094,130.0,7.2,233,53,Thriller,506,3.6
2182,0051207,1200000,22527,The Wrong Man,8.56081,105.0,6.9,105,80,Crime,22527,4.0
2182,0051207,1200000,22527,The Wrong Man,8.56081,105.0,6.9,105,18,Drama,22527,4.0
2182,0051207,1200000,22527,The Wrong Man,8.56081,105.0,6.9,105,9648,Mystery,22527,4.0
2183,0049470,2500000,574,The Man Who Knew Too Much,12.547763,120.0,7.3,276,12,Adventure,574,3.7222222222222223
2183,0049470,2500000,574,The Man Who Knew Too Much,12.547763,120.0,7.3,276,80,Crime,574,3.7222222222222223
2183,0049470,2500000,574,The Man Who Knew Too Much,12.547763,120.0,7.3,276,18,Drama,574,3.7222222222222223
2183,0049470,2500000,574,The Man Who Knew Too Much,12.547763,120.0,7.3,276,9648,Mystery,574,3.7222222222222223
2183,0049470,2500000,574,The Man Who Knew Too Much,12.547763,120.0,7.3,276,53,Thriller,574,3.7222222222222223
2184,0048750,1200000,11219,The Trouble with Harry,6.486117,99.0,6.9,152,35,Comedy,11219,3.6875
2184,0048750,1200000,11219,The Trouble with Harry,6.486117,99.0,6.9,152,9648,Mystery,11219,3.6875
2184,0048750,1200000,11219,The Trouble with Harry,6.486117,99.0,6.9,152,53,Thriller,11219,3.6875
2186,0044079,1200000,845,Strangers on a Train,15.41773,101.0,7.6,379,80,Crime,845,4.260869565217392
2186,0044079,1200000,845,Strangers on a Train,15.41773,101.0,7.6,379,18,Drama,845,4.260869565217392
2186,0044079,1200000,845,Strangers on a Train,15.41773,101.0,7.6,379,53,Thriller,845,4.260869565217392
2187,0042994,0,1978,Stage Fright,4.329397,110.0,6.8,61,53,Thriller,1978,4.0
2188,0120577,13000000,3682,54,8.736869,106.0,5.5,138,10402,Music,3682,2.6333333333333333
2188,0120577,13000000,3682,54,8.736869,106.0,5.5,138,18,Drama,3682,2.6333333333333333
2189,0119346,250,51942,I Married a Strange Person!,0.817002,72.0,7.5,12,18,Drama,51942,4.0
2189,0119346,250,51942,I Married a Strange Person!,0.817002,72.0,7.5,12,35,Comedy,51942,4.0
2189,0119346,250,51942,I Married a Strange Person!,0.817002,72.0,7.5,12,16,Animation,51942,4.0
2190,0123324,0,46702,Why Do Fools Fall In Love,0.897413,116.0,6.4,12,18,Drama,46702,2.0
2190,0123324,0,46702,Why Do Fools Fall In Love,0.897413,116.0,6.4,12,10749,Romance,46702,2.0
2191,0119453,0,54795,Keep the Aspidistra Flying,0.691061,101.0,6.3,3,35,Comedy,54795,0.5
2191,0119453,0,54795,Keep the Aspidistra Flying,0.691061,101.0,6.3,3,18,Drama,54795,0.5
2191,0119453,0,54795,Keep the Aspidistra Flying,0.691061,101.0,6.3,3,10749,Romance,54795,0.5
2193,0096446,35000000,847,Willow,9.918312,126.0,6.9,484,12,Adventure,847,3.2023809523809526
2193,0096446,35000000,847,Willow,9.918312,126.0,6.9,484,18,Drama,847,3.2023809523809526
2193,0096446,35000000,847,Willow,9.918312,126.0,6.9,484,28,Action,847,3.2023809523809526
2194,0094226,25000000,117,The Untouchables,11.062203,119.0,7.6,1424,80,Crime,117,3.91025641025641
2194,0094226,25000000,117,The Untouchables,11.062203,119.0,7.6,1424,18,Drama,117,3.91025641025641
2194,0094226,25000000,117,The Untouchables,11.062203,119.0,7.6,1424,36,History,117,3.91025641025641
2194,0094226,25000000,117,The Untouchables,11.062203,119.0,7.6,1424,53,Thriller,117,3.91025641025641
2195,0120654,0,14577,Dirty Work,7.061315,82.0,6.5,66,35,Comedy,14577,2.7857142857142856
2197,0119125,0,38621,Firelight,5.57396,103.0,7.0,15,10749,Romance,38621,3.0
2197,0119125,0,38621,Firelight,5.57396,103.0,7.0,15,18,Drama,38621,3.0
2200,0042004,0,4175,Under Capricorn,2.972892,108.0,6.1,27,18,Drama,4175,4.0
2201,0039694,4258000,31667,The Paradine Case,3.983539,125.0,6.3,42,18,Drama,31667,4.5
2201,0039694,4258000,31667,The Paradine Case,3.983539,125.0,6.3,42,80,Crime,31667,4.5
2201,0039694,4258000,31667,The Paradine Case,3.983539,125.0,6.3,42,53,Thriller,31667,4.5
2202,0037017,1590000,13321,Lifeboat,7.773354,96.0,7.3,112,18,Drama,13321,4.363636363636363
2202,0037017,1590000,13321,Lifeboat,7.773354,96.0,7.3,112,10752,War,13321,4.363636363636363
2203,0036342,0,21734,Shadow of a Doubt,null,null,null,null,80,Crime,21734,4.4
2203,0036342,0,21734,Shadow of a Doubt,null,null,null,null,18,Drama,21734,4.4
2203,0036342,0,21734,Shadow of a Doubt,null,null,null,null,53,Thriller,21734,4.4
2204,0035279,0,31997,Saboteur,4.911826,108.0,6.8,91,53,Thriller,31997,4.166666666666667
2204,0035279,0,31997,Saboteur,4.911826,108.0,6.8,91,10752,War,31997,4.166666666666667
2205,0033922,0,24197,Mr. & Mrs. Smith,2.761605,95.0,5.7,36,35,Comedy,24197,3.5
2205,0033922,0,24197,Mr. & Mrs. Smith,2.761605,95.0,5.7,36,10749,Romance,24197,3.5
2206,0034248,1103000,11462,Suspicion,5.660476,99.0,7.1,140,9648,Mystery,11462,3.7
2206,0034248,1103000,11462,Suspicion,5.660476,99.0,7.1,140,53,Thriller,11462,3.7
2207,0031505,0,31995,Jamaica Inn,3.876608,108.0,5.6,43,12,Adventure,31995,4.0
2207,0031505,0,31995,Jamaica Inn,3.876608,108.0,5.6,43,80,Crime,31995,4.0
2208,0030341,0,940,The Lady Vanishes,6.078088,96.0,7.5,183,9648,Mystery,940,4.071428571428571
2208,0030341,0,940,The Lady Vanishes,6.078088,96.0,7.5,183,53,Thriller,940,4.071428571428571
2210,0028212,0,12684,Sabotage,6.514753,76.0,6.7,60,53,Thriller,12684,4.0
2210,0028212,0,12684,Sabotage,6.514753,76.0,6.7,60,9648,Mystery,12684,4.0
2212,0025452,0,8208,The Man Who Knew Too Much,7.294135,75.0,6.4,73,18,Drama,8208,4.0
2212,0025452,0,8208,The Man Who Knew Too Much,7.294135,75.0,6.4,73,53,Thriller,8208,4.0
2214,0023285,0,15007,Number Seventeen,1.962002,63.0,5.3,19,80,Crime,15007,3.5
2214,0023285,0,15007,Number Seventeen,1.962002,63.0,5.3,19,9648,Mystery,15007,3.5
2214,0023285,0,15007,Number Seventeen,1.962002,63.0,5.3,19,53,Thriller,15007,3.5
2215,0023395,0,36049,Rich and Strange,1.581063,83.0,5.5,16,35,Comedy,36049,4.0
2215,0023395,0,36049,Rich and Strange,1.581063,83.0,5.5,16,18,Drama,36049,4.0
2215,0023395,0,36049,Rich and Strange,1.581063,83.0,5.5,16,53,Thriller,36049,4.0
2219,0021165,0,31930,Murder!,1.988389,104.0,6.3,19,9648,Mystery,31930,4.0
2219,0021165,0,31930,Murder!,1.988389,104.0,6.3,19,53,Thriller,31930,4.0
2221,0019702,0,543,Blackmail,3.956703,84.0,6.8,45,18,Drama,543,4.0
2221,0019702,0,543,Blackmail,3.956703,84.0,6.8,45,53,Thriller,543,4.0
2221,0019702,0,543,Blackmail,3.956703,84.0,6.8,45,80,Crime,543,4.0
2227,0017075,12000,2760,The Lodger: A Story of the London Fog,9.299853,99.0,7.2,49,80,Crime,2760,4.0
2227,0017075,12000,2760,The Lodger: A Story of the London Fog,9.299853,99.0,7.2,49,18,Drama,2760,4.0
2227,0017075,12000,2760,The Lodger: A Story of the London Fog,9.299853,99.0,7.2,49,53,Thriller,2760,4.0
2231,0128442,12000000,10220,Rounders,8.783454,121.0,6.9,451,18,Drama,10220,3.8472222222222223
2231,0128442,12000000,10220,Rounders,8.783454,121.0,6.9,451,80,Crime,10220,3.8472222222222223
2232,0123755,250000,431,Cube,12.095263,90.0,6.9,1101,53,Thriller,431,4.119047619047619
2232,0123755,250000,431,Cube,12.095263,90.0,6.9,1101,878,Science Fiction,431,4.119047619047619
2232,0123755,250000,431,Cube,12.095263,90.0,6.9,1101,9648,Mystery,431,4.119047619047619
2236,0124879,20000000,22796,Simon Birch,2.651408,114.0,6.5,52,35,Comedy,22796,2.5625
2236,0124879,20000000,22796,Simon Birch,2.651408,114.0,6.5,52,18,Drama,22796,2.5625
2236,0124879,20000000,22796,Simon Birch,2.651408,114.0,6.5,52,10751,Family,22796,2.5625
2237,0119934,25000000,22256,Without Limits,3.643468,117.0,6.4,20,18,Drama,22256,2.0
2238,0075040,0,37550,Pasqualino Settebellezze,null,0.0,null,8,35,Comedy,37550,3.3333333333333335
2238,0075040,0,37550,Pasqualino Settebellezze,null,0.0,null,8,18,Drama,37550,3.3333333333333335
2238,0075040,0,37550,Pasqualino Settebellezze,null,0.0,null,8,10769,Foreign,37550,3.3333333333333335
2239,0073817,0,37916,Travolti da un insolito destino nell'azzurro mare d'agosto,1.614531,116.0,7.4,36,18,Drama,37916,3.0
2239,0073817,0,37916,Travolti da un insolito destino nell'azzurro mare d'agosto,1.614531,116.0,7.4,36,35,Comedy,37916,3.0
2239,0073817,0,37916,Travolti da un insolito destino nell'azzurro mare d'agosto,1.614531,116.0,7.4,36,10749,Romance,37916,3.0
2239,0073817,0,37916,Travolti da un insolito destino nell'azzurro mare d'agosto,1.614531,116.0,7.4,36,10769,Foreign,37916,3.0
2240,0081207,0,21873,My Bodyguard,null,null,null,null,18,Drama,21873,3.1538461538461537
2240,0081207,0,21873,My Bodyguard,null,null,null,null,10751,Family,21873,3.1538461538461537
2241,0085346,0,21500,Class,3.169554,98.0,5.8,38,35,Comedy,21500,2.8333333333333335
2241,0085346,0,21500,Class,3.169554,98.0,5.8,38,18,Drama,21500,2.8333333333333335
2243,0092699,20000000,12626,Broadcast News,8.627019,133.0,6.8,101,35,Comedy,12626,3.9444444444444446
2243,0092699,20000000,12626,Broadcast News,8.627019,133.0,6.8,101,18,Drama,12626,3.9444444444444446
2243,0092699,20000000,12626,Broadcast News,8.627019,133.0,6.8,101,10749,Romance,12626,3.9444444444444446
2244,0092537,0,37818,The Allnighter,0.612445,108.0,4.3,4,35,Comedy,37818,3.0
2244,0092537,0,37818,The Allnighter,0.612445,108.0,4.3,4,10749,Romance,37818,3.0
2245,0096463,28000000,3525,Working Girl,8.318954,114.0,6.5,242,35,Comedy,3525,3.56
2245,0096463,28000000,3525,Working Girl,8.318954,114.0,6.5,242,18,Drama,3525,3.56
2245,0096463,28000000,3525,Working Girl,8.318954,114.0,6.5,242,10749,Romance,3525,3.56
2246,0096166,0,129628,Stars & Bars,0.40317,94.0,5.3,2,35,Comedy,129628,2.0
2247,0095593,10000000,2321,Married to the Mob,null,null,null,null,35,Comedy,2321,3.40625
2247,0095593,10000000,2321,Married to the Mob,null,null,null,null,80,Crime,2321,3.40625
2247,0095593,10000000,2321,Married to the Mob,null,null,null,null,10749,Romance,2321,3.40625
2248,0098258,0,2028,Say Anything...,6.953646,100.0,7.2,244,35,Comedy,2028,3.9361702127659575
2248,0098258,0,2028,Say Anything...,6.953646,100.0,7.2,244,18,Drama,2028,3.9361702127659575
2248,0098258,0,2028,Say Anything...,6.953646,100.0,7.2,244,10749,Romance,2028,3.9361702127659575
2249,0100212,0,16384,My Blue Heaven,5.451623,97.0,6.0,72,28,Action,16384,3.4615384615384617
2249,0100212,0,16384,My Blue Heaven,5.451623,97.0,6.0,72,35,Comedy,16384,3.4615384615384617
2250,0100134,0,91217,Men Don't Leave,0.728037,115.0,6.6,10,18,Drama,91217,3.2
2252,0104412,42000000,10699,Hero,5.584089,117.0,6.3,100,18,Drama,10699,3.5384615384615383
2252,0104412,42000000,10699,Hero,5.584089,117.0,6.3,100,35,Comedy,10699,3.5384615384615383
2252,0104412,42000000,10699,Hero,5.584089,117.0,6.3,100,53,Thriller,10699,3.5384615384615383
2252,0104412,42000000,10699,Hero,5.584089,117.0,6.3,100,9648,Mystery,10699,3.5384615384615383
2253,0105629,0,11597,Toys,5.923774,118.0,5.0,173,14,Fantasy,11597,2.75
2253,0105629,0,11597,Toys,5.923774,118.0,5.0,173,35,Comedy,11597,2.75
2253,0105629,0,11597,Toys,5.923774,118.0,5.0,173,878,Science Fiction,11597,2.75
2254,0082172,0,218624,Choices,0.304363,90.0,0.0,0,18,Drama,218624,3.0
2255,0084938,0,47947,Young Doctors in Love,null,3.068886E7,null,5,35,Comedy,47947,2.4
2256,0084472,800000,48311,Parasite,0.577976,85.0,5.1,8,27,Horror,48311,4.0
2256,0084472,800000,48311,Parasite,0.577976,85.0,5.1,8,878,Science Fiction,48311,4.0
2257,0087810,0,44772,No Small Affair,8.895355,102.0,5.4,13,35,Comedy,44772,3.5
2257,0087810,0,44772,No Small Affair,8.895355,102.0,5.4,13,18,Drama,44772,3.5
2257,0087810,0,44772,No Small Affair,8.895355,102.0,5.4,13,10402,Music,44772,3.5
2257,0087810,0,44772,No Small Affair,8.895355,102.0,5.4,13,10749,Romance,44772,3.5
2259,0086973,0,14347,Blame It on Rio,7.643886,100.0,5.9,49,35,Comedy,14347,2.5
2259,0086973,0,14347,Blame It on Rio,7.643886,100.0,5.9,49,10749,Romance,14347,2.5
2260,0092225,0,41090,Wisdom,1.710851,109.0,5.9,15,80,Crime,41090,2.0
2260,0092225,0,41090,Wisdom,1.710851,109.0,5.9,15,18,Drama,41090,2.0
2261,0091680,0,18282,One Crazy Summer,4.66789,89.0,6.4,54,18,Drama,18282,3.75
2261,0091680,0,18282,One Crazy Summer,4.66789,89.0,6.4,54,35,Comedy,18282,3.75
2261,0091680,0,18282,One Crazy Summer,4.66789,89.0,6.4,54,10749,Romance,18282,3.75
2261,0091680,0,18282,One Crazy Summer,4.66789,89.0,6.4,54,10751,Family,18282,3.75
2262,0090583,0,18169,About Last Night...,2.769589,113.0,5.6,51,35,Comedy,18169,2.7058823529411766
2262,0090583,0,18169,About Last Night...,2.769589,113.0,5.6,51,18,Drama,18169,2.7058823529411766
2262,0090583,0,18169,About Last Night...,2.769589,113.0,5.6,51,10749,Romance,18169,2.7058823529411766
2263,0096073,0,11082,The Seventh Sign,4.720395,97.0,5.9,79,27,Horror,11082,3.375
2263,0096073,0,11082,The Seventh Sign,4.720395,97.0,5.9,79,53,Thriller,11082,3.375
2263,0096073,0,11082,The Seventh Sign,4.720395,97.0,5.9,79,9648,Mystery,11082,3.375
2263,0096073,0,11082,The Seventh Sign,4.720395,97.0,5.9,79,14,Fantasy,11082,3.375
2264,0098625,20000000,5971,We're No Angels,14.348459,106.0,5.6,106,35,Comedy,5971,3.0
2264,0098625,20000000,5971,We're No Angels,14.348459,106.0,5.6,106,80,Crime,5971,3.0
2264,0098625,20000000,5971,We're No Angels,14.348459,106.0,5.6,106,18,Drama,5971,3.0
2265,0102558,40000000,11933,Nothing but Trouble,null,8479793.0,null,5,35,Comedy,11933,2.0
2265,0102558,40000000,11933,Nothing but Trouble,null,8479793.0,null,5,12,Adventure,11933,2.0
2266,0101523,0,20096,The Butcher's Wife,6.825983,107.0,5.6,35,14,Fantasy,20096,2.6666666666666665
2266,0101523,0,20096,The Butcher's Wife,6.825983,107.0,5.6,35,35,Comedy,20096,2.6666666666666665
2266,0101523,0,20096,The Butcher's Wife,6.825983,107.0,5.6,35,878,Science Fiction,20096,2.6666666666666665
2266,0101523,0,20096,The Butcher's Wife,6.825983,107.0,5.6,35,10749,Romance,20096,2.6666666666666665
2267,0102469,8000000,30815,Mortal Thoughts,5.133778,104.0,5.3,43,9648,Mystery,30815,4.5
2267,0102469,8000000,30815,Mortal Thoughts,5.133778,104.0,5.3,43,53,Thriller,30815,4.5
2268,0104257,40000000,881,A Few Good Men,12.330249,138.0,7.1,899,18,Drama,881,3.861842105263158
2269,0107211,38000000,4478,Indecent Proposal,7.118123,117.0,5.8,300,18,Drama,4478,2.7
2271,0120788,0,22318,Permanent Midnight,3.357962,88.0,6.0,32,18,Drama,22318,3.625
2271,0120788,0,22318,Permanent Midnight,3.357962,88.0,6.0,32,10749,Romance,22318,3.625
2272,0120776,0,53113,One True Thing,2.586355,127.0,6.2,27,18,Drama,53113,3.7
2272,0120776,0,53113,One True Thing,2.586355,127.0,6.2,27,10749,Romance,53113,3.7
2273,0120812,33000000,2109,Rush Hour,11.840557,98.0,6.8,1254,28,Action,2109,3.558139534883721
2273,0120812,33000000,2109,Rush Hour,11.840557,98.0,6.8,1254,35,Comedy,2109,3.558139534883721
2273,0120812,33000000,2109,Rush Hour,11.840557,98.0,6.8,1254,80,Crime,2109,3.558139534883721
2273,0120812,33000000,2109,Rush Hour,11.840557,98.0,6.8,1254,53,Thriller,2109,3.558139534883721
2275,0118736,2000000,24746,Six-String Samurai,2.740989,91.0,5.8,36,28,Action,24746,3.1666666666666665
2275,0118736,2000000,24746,Six-String Samurai,2.740989,91.0,5.8,36,12,Adventure,24746,3.1666666666666665
2275,0118736,2000000,24746,Six-String Samurai,2.740989,91.0,5.8,36,878,Science Fiction,24746,3.1666666666666665
2276,0120835,0,72987,A Soldier's Daughter Never Cries,0.85691,127.0,7.0,5,18,Drama,72987,3.0
2278,0122690,55000000,8195,Ronin,9.672094,122.0,6.8,670,28,Action,8195,3.5625
2278,0122690,55000000,8195,Ronin,9.672094,122.0,6.8,670,53,Thriller,8195,3.5625
2278,0122690,55000000,8195,Ronin,9.672094,122.0,6.8,670,80,Crime,8195,3.5625
2278,0122690,55000000,8195,Ronin,9.672094,122.0,6.8,670,12,Adventure,8195,3.5625
2279,0146336,14000000,9877,Urban Legend,6.081401,99.0,5.6,293,27,Horror,9877,3.409090909090909
2279,0146336,14000000,9877,Urban Legend,6.081401,99.0,5.6,293,53,Thriller,9877,3.409090909090909
2280,0118863,0,26618,Clay Pigeons,6.108589,104.0,6.3,39,35,Comedy,26618,3.5
2280,0118863,0,26618,Clay Pigeons,6.108589,104.0,6.3,39,80,Crime,26618,3.5
2280,0118863,0,26618,Clay Pigeons,6.108589,104.0,6.3,39,18,Drama,26618,3.5
2280,0118863,0,26618,Clay Pigeons,6.108589,104.0,6.3,39,53,Thriller,26618,3.5
2282,0126604,0,11855,Pecker,2.348919,87.0,6.0,52,35,Comedy,11855,3.2857142857142856
2283,0100594,25000000,24016,The Sheltering Sky,13.798247,138.0,6.4,51,12,Adventure,24016,4.0
2283,0100594,25000000,24016,The Sheltering Sky,13.798247,138.0,6.4,51,18,Drama,24016,4.0
2283,0100594,25000000,24016,The Sheltering Sky,13.798247,138.0,6.4,51,10749,Romance,24016,4.0
2284,0109206,0,14785,Bandit Queen,null,null,null,null,18,Drama,14785,5.0
2284,0109206,0,14785,Bandit Queen,null,null,null,null,10769,Foreign,14785,5.0
2285,0063850,0,14794,If....,12.083475,111.0,7.2,80,18,Drama,14794,3.3333333333333335
2286,0080731,0,3486,The Fiendish Plot of Dr. Fu Manchu,0.886041,108.0,4.4,12,35,Comedy,3486,1.6666666666666667
2286,0080731,0,3486,The Fiendish Plot of Dr. Fu Manchu,0.886041,108.0,4.4,12,27,Horror,3486,1.6666666666666667
2287,0047573,23000000,11071,Them!,9.222871,94.0,6.8,111,878,Science Fiction,11071,3.5
2287,0047573,23000000,11071,Them!,9.222871,94.0,6.8,111,9648,Mystery,11071,3.5
2287,0047573,23000000,11071,Them!,9.222871,94.0,6.8,111,27,Horror,11071,3.5
2288,0084787,15000000,1091,The Thing,16.83125,109.0,7.8,1629,27,Horror,1091,3.9242424242424243
2288,0084787,15000000,1091,The Thing,16.83125,109.0,7.8,1629,9648,Mystery,1091,3.9242424242424243
2288,0084787,15000000,1091,The Thing,16.83125,109.0,7.8,1629,878,Science Fiction,1091,3.9242424242424243
2289,0105151,8000000,10403,The Player,6.230854,124.0,6.9,169,35,Comedy,10403,4.204545454545454
2289,0105151,8000000,10403,The Player,6.230854,124.0,6.9,169,18,Drama,10403,4.204545454545454
2290,0081554,10000000,11337,Stardust Memories,5.720538,89.0,6.9,96,35,Comedy,11337,3.25
2290,0081554,10000000,11337,Stardust Memories,5.720538,89.0,6.9,96,18,Drama,11337,3.25
2290,0081554,10000000,11337,Stardust Memories,5.720538,89.0,6.9,96,10749,Romance,11337,3.25
2291,0099487,20000000,162,Edward Scissorhands,17.612244,105.0,7.5,3731,14,Fantasy,162,3.848314606741573
2291,0099487,20000000,162,Edward Scissorhands,17.612244,105.0,7.5,3731,18,Drama,162,3.848314606741573
2291,0099487,20000000,162,Edward Scissorhands,17.612244,105.0,7.5,3731,10749,Romance,162,3.848314606741573
2292,0117276,12000000,25723,Overnight Delivery,2.305829,87.0,5.8,24,35,Comedy,25723,4.0
2292,0117276,12000000,25723,Overnight Delivery,2.305829,87.0,5.8,24,10749,Romance,25723,4.0
2294,0120587,60000000,8916,Antz,16.025625,83.0,6.0,1320,12,Adventure,8916,3.2735849056603774
2294,0120587,60000000,8916,Antz,16.025625,83.0,6.0,1320,16,Animation,8916,3.2735849056603774
2294,0120587,60000000,8916,Antz,16.025625,83.0,6.0,1320,35,Comedy,8916,3.2735849056603774
2294,0120587,60000000,8916,Antz,16.025625,83.0,6.0,1320,10751,Family,8916,3.2735849056603774
2295,0120823,0,28134,The Impostors,2.533982,101.0,6.0,18,35,Comedy,28134,4.0
2296,0120770,17000000,9429,A Night at the Roxbury,12.480685,81.0,5.9,202,35,Comedy,9429,2.5625
2297,0120889,85000000,12159,What Dreams May Come,11.218378,113.0,6.8,596,18,Drama,12159,3.0384615384615383
2297,0120889,85000000,12159,What Dreams May Come,11.218378,113.0,6.8,596,14,Fantasy,12159,3.0384615384615383
2297,0120889,85000000,12159,What Dreams May Come,11.218378,113.0,6.8,596,10749,Romance,12159,3.0384615384615383
2300,0063462,947000,30197,The Producers,7.433784,88.0,7.3,177,35,Comedy,30197,4.212121212121212
2301,0082517,11000000,10156,History of the World: Part I,9.270492,92.0,6.5,205,35,Comedy,10156,3.6666666666666665
2302,0104952,11000000,10377,My Cousin Vinny,7.922216,120.0,7.3,393,35,Comedy,10377,3.5526315789473686
2302,0104952,11000000,10377,My Cousin Vinny,7.922216,120.0,7.3,393,18,Drama,10377,3.5526315789473686
2303,0073440,2200000,3121,Nashville,9.042678,159.0,7.2,79,18,Drama,3121,4.023809523809524
2303,0073440,2200000,3121,Nashville,9.042678,159.0,7.2,79,10402,Music,3121,4.023809523809524
2304,0119577,0,4975,Love Is the Devil: Study for a Portrait of Francis Bacon,1.354102,90.0,6.7,19,10770,TV Movie,4975,4.25
2304,0119577,0,4975,Love Is the Devil: Study for a Portrait of Francis Bacon,1.354102,90.0,6.7,19,18,Drama,4975,4.25
2305,0139615,1,37532,Slam,0.555304,100.0,6.7,7,18,Drama,37532,4.5
2306,0120701,60000000,9713,Holy Man,5.403617,114.0,4.9,113,18,Drama,9713,2.8
2306,0120701,60000000,9713,Holy Man,5.403617,114.0,4.9,113,35,Comedy,9713,2.8
2310,0119670,0,9821,The Mighty,6.78844,100.0,7.1,51,35,Comedy,9821,4.0
2310,0119670,0,9821,The Mighty,6.78844,100.0,7.1,51,18,Drama,9821,4.0
2311,0086837,28000000,4437,2010,7.482865,116.0,6.6,290,53,Thriller,4437,3.3333333333333335
2311,0086837,28000000,4437,2010,7.482865,116.0,6.6,290,878,Science Fiction,4437,3.3333333333333335
2312,0090830,0,1890,Children of a Lesser God,8.503064,119.0,6.9,72,18,Drama,1890,3.7333333333333334
2312,0090830,0,1890,Children of a Lesser God,8.503064,119.0,6.9,72,10749,Romance,1890,3.7333333333333334
2313,0080678,5000000,1955,The Elephant Man,null,null,null,null,18,Drama,1955,3.857142857142857
2313,0080678,5000000,1955,The Elephant Man,null,null,null,null,36,History,1955,3.857142857142857
2314,0120603,0,39437,Beloved,1.557283,172.0,5.9,26,18,Drama,39437,3.5
2314,0120603,0,39437,Beloved,1.557283,172.0,5.9,26,53,Thriller,39437,3.5
2316,0120791,75000000,6435,Practical Magic,7.757795,104.0,6.3,348,18,Drama,6435,2.7857142857142856
2316,0120791,75000000,6435,Practical Magic,7.757795,104.0,6.3,348,14,Fantasy,6435,2.7857142857142856
2316,0120791,75000000,6435,Practical Magic,7.757795,104.0,6.3,348,35,Comedy,6435,2.7857142857142856
2318,0147612,3000000,10683,Happiness,5.493697,139.0,7.4,197,35,Comedy,10683,4.326086956521739
2318,0147612,3000000,10683,Happiness,5.493697,139.0,7.4,197,18,Drama,10683,4.326086956521739
2320,0118636,14000000,9445,Apt Pupil,15.352714,107.0,6.2,168,18,Drama,9445,2.75
2320,0118636,14000000,9445,Apt Pupil,15.352714,107.0,6.2,168,53,Thriller,9445,2.75
2321,0120789,0,2657,Pleasantville,null,null,null,null,14,Fantasy,2657,3.625
2321,0120789,0,2657,Pleasantville,null,null,null,null,18,Drama,2657,3.625
2321,0120789,0,2657,Pleasantville,null,null,null,null,35,Comedy,2657,3.625
2322,0120157,75000000,9425,Soldier,7.970031,99.0,6.1,226,28,Action,9425,3.0
2322,0120157,75000000,9425,Soldier,7.970031,99.0,6.1,226,10752,War,9425,3.0
2322,0120157,75000000,9425,Soldier,7.970031,99.0,6.1,226,878,Science Fiction,9425,3.0
2323,0150230,0,32326,The Cruise,null,null,0.0,76,99,Documentary,32326,2.0
2324,0118799,20000000,637,La vita è bella,39.39497,116.0,8.3,3643,35,Comedy,637,4.025252525252525
2324,0118799,20000000,637,La vita è bella,39.39497,116.0,8.3,3643,18,Drama,637,4.025252525252525
2325,0124819,1000000,8675,Orgazmo,5.919725,94.0,6.2,116,35,Comedy,8675,3.625
2327,0100740,3500000,20701,Tales from the Darkside: The Movie,5.732016,93.0,5.8,92,53,Thriller,20701,3.9
